ts,script,url,status,category,note
2025-09-03 13:25:12,add_probs_to_spans,master_spans_alldimensions.csv#L18684,0,skipped,"Invalid span: start=0, end=0 (line 18684)"
2025-09-03 13:25:12,add_probs_to_spans,master_spans_alldimensions.csv#L18685,0,skipped,"Invalid span: start=0, end=0 (line 18685)"
2025-09-03 13:25:12,add_probs_to_spans,master_spans_alldimensions.csv#L18690,0,skipped,"Invalid span: start=0, end=0 (line 18690)"
2025-09-03 13:25:12,add_probs_to_spans,master_spans_alldimensions.csv#L18692,0,skipped,"Invalid span: start=0, end=0 (line 18692)"
2025-09-03 13:25:12,add_probs_to_spans,master_spans_alldimensions.csv#L18693,0,skipped,"Invalid span: start=0, end=0 (line 18693)"
2025-09-03 13:25:12,add_probs_to_spans,master_spans_alldimensions.csv#L18694,0,skipped,"Invalid span: start=0, end=0 (line 18694)"
2025-09-03 13:25:13,add_probs_to_spans,master_spans_alldimensions.csv#L19988,0,skipped,"Invalid span: start=0, end=0 (line 19988)"
2025-09-03 13:25:13,add_probs_to_spans,master_spans_alldimensions.csv#L20911,0,skipped,"Invalid span: start=0, end=0 (line 20911)"
2025-09-03 13:25:13,add_probs_to_spans,master_spans_alldimensions.csv#L20919,0,skipped,"Invalid span: start=0, end=0 (line 20919)"
2025-09-03 13:25:13,add_probs_to_spans,master_spans_alldimensions.csv#L21389,0,skipped,"Invalid span: start=0, end=0 (line 21389)"
2025-09-03 13:25:13,add_probs_to_spans,master_spans_alldimensions.csv#L21404,0,skipped,"Invalid span: start=0, end=0 (line 21404)"
2025-09-03 13:25:13,add_probs_to_spans,master_spans_alldimensions.csv#L21438,0,skipped,"Invalid span: start=0, end=0 (line 21438)"
2025-09-03 13:25:13,add_probs_to_spans,master_spans_alldimensions.csv#L21454,0,skipped,"Invalid span: start=0, end=0 (line 21454)"
2025-09-03 13:25:13,add_probs_to_spans,master_spans_alldimensions.csv#L21455,0,skipped,"Invalid span: start=0, end=0 (line 21455)"
2025-09-03 13:25:13,add_probs_to_spans,master_spans_alldimensions.csv#L21467,0,skipped,"Invalid span: start=0, end=0 (line 21467)"
2025-09-03 13:25:13,add_probs_to_spans,master_spans_alldimensions.csv#L21469,0,skipped,"Invalid span: start=0, end=0 (line 21469)"
2025-09-03 13:25:13,add_probs_to_spans,master_spans_alldimensions.csv#L21872,0,skipped,"Invalid span: start=0, end=0 (line 21872)"
2025-09-03 13:25:13,add_probs_to_spans,master_spans_alldimensions.csv#L22001,0,skipped,"Invalid span: start=0, end=0 (line 22001)"
2025-09-03 13:25:13,add_probs_to_spans,master_spans_alldimensions.csv#L22002,0,skipped,"Invalid span: start=0, end=0 (line 22002)"
2025-09-03 13:25:13,add_probs_to_spans,master_spans_alldimensions.csv#L22003,0,skipped,"Invalid span: start=0, end=0 (line 22003)"
2025-09-03 13:25:13,add_probs_to_spans,master_spans_alldimensions.csv#L22004,0,skipped,"Invalid span: start=0, end=0 (line 22004)"
2025-09-03 13:25:13,add_probs_to_spans,master_spans_alldimensions.csv#L22005,0,skipped,"Invalid span: start=0, end=0 (line 22005)"
2025-09-03 13:25:13,add_probs_to_spans,master_spans_alldimensions.csv#L22006,0,skipped,"Invalid span: start=0, end=0 (line 22006)"
2025-09-03 13:25:13,add_probs_to_spans,master_spans_alldimensions.csv#L22007,0,skipped,"Invalid span: start=0, end=0 (line 22007)"
2025-09-03 13:25:13,add_probs_to_spans,master_spans_alldimensions.csv#L25138,0,skipped,"Invalid span: start=0, end=0 (line 25138)"
2025-09-03 13:25:13,add_probs_to_spans,master_spans_alldimensions.csv#L26172,0,skipped,"Invalid span: start=0, end=0 (line 26172)"
2025-09-03 13:25:13,add_probs_to_spans,master_spans_alldimensions.csv#L26173,0,skipped,"Invalid span: start=0, end=0 (line 26173)"
2025-09-03 13:25:13,add_probs_to_spans,master_spans_alldimensions.csv#L26174,0,skipped,"Invalid span: start=0, end=0 (line 26174)"
2025-09-03 13:25:13,add_probs_to_spans,master_spans_alldimensions.csv#L26176,0,skipped,"Invalid span: start=0, end=0 (line 26176)"
2025-09-03 13:25:13,add_probs_to_spans,master_spans_alldimensions.csv#L26179,0,skipped,"Invalid span: start=0, end=0 (line 26179)"
2025-09-03 13:25:13,add_probs_to_spans,master_spans_alldimensions.csv#L26939,0,skipped,"Invalid span: start=0, end=0 (line 26939)"
2025-09-03 13:25:13,add_probs_to_spans,master_spans_alldimensions.csv#L26940,0,skipped,"Invalid span: start=0, end=0 (line 26940)"
2025-09-03 13:25:13,add_probs_to_spans,master_spans_alldimensions.csv#L26941,0,skipped,"Invalid span: start=0, end=0 (line 26941)"
2025-09-03 13:25:13,add_probs_to_spans,master_spans_alldimensions.csv#L26942,0,skipped,"Invalid span: start=0, end=0 (line 26942)"
